"License.Serial.Number","License.Type.Name","License.Class.Code","License.Type.Code","Agency.Zone.Office.Name","Agency.Zone.Office.Number","County.Name..Licensee.","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","License.Certificate.Number","License.Original.Issue.Date","License.Effective.Date","License.Expiration.Date","Latitude","Longitude","Location"
1248453,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","ARKLOW FBF LLC","AVIATOR SPORTS & RECREATION","3159 FLATBUSH AVE","FLOYD BENNETT FIELD","BROOKLYN","NY",11234,848965,"05/10/2011","05/01/2015","04/30/2017",40.59019154,-73.90079294,"(40.59019154, -73.90079294)"
1148827,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SERAFINA BROADWAY LTD","SERAFINA BROADWAY","210 W 55TH ST","CELLAR & GROUND FLOOR","NEW YORK","NY",10019,837013,"09/01/2004","09/01/2014","08/31/2016",40.76451926,-73.98162981,"(40.76451926, -73.98162981)"
1275094,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"RICHMOND","6 MEN CREW INC","JAC MAO CHINESE CUISINE","1771 HYLAN BLVD","","STATEN ISLAND","NY",10305,810518,"03/03/2014","03/03/2014","02/28/2016",40.58585173,-74.09276233,"(40.58585173, -74.09276233)"
1248458,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","2WITH DELI CORP","SARGE'S DELICATESSEN RESTAURANT","548 3RD AVENUE","","NEW YORK","NY",10016,845054,"03/29/2011","03/01/2015","02/28/2017",40.74726173,-73.9770678,"(40.74726173, -73.9770678)"
1248467,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","GRAND STREET RESTAURANT INC","WILLIAMS & BAILEY","507 GRAND STREET","","BROOKLYN","NY",11211,849965,"06/21/2011","06/09/2015","05/31/2017",40.71103028,-73.95086723,"(40.71103028, -73.95086723)"
1283621,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","AVATON NYC LLC","AVATON ESTIATORIO","1 E 35TH ST","GROUND FLOOR & MEZZANINE","NEW YORK","NY",10016,831510,"04/24/2015","04/24/2015","03/31/2017",40.74905,-73.98339,"(40.74905, -73.98339)"
1248524,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","GBMH LLC","NOORMAN'S KIL","609 GRAND STREET","","BROOKLYN","NY",11211,849643,"07/12/2011","07/01/2015","06/30/2017",40.71133636,-73.94768846,"(40.71133636, -73.94768846)"
1268414,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","DOU MAN JIANG BBQ RESTAURANT CORP","","3714 MAIN ST","","FLUSHING","NY",11354,848543,"03/05/2013","04/02/2015","02/28/2017",40.76143084,-73.83105808,"(40.76143084, -73.83105808)"
1182611,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MMMSG INC","HIDE CHAN RAMEN","248 E 52ND STREET 2ND FL","SECOND & THIRD AVENUE","NEW YORK","NY",10022,847995,"04/11/2007","04/01/2015","03/31/2017",40.75655251,-73.96877647,"(40.75655251, -73.96877647)"
1275039,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","OBIKA NY MADISON LLC","OBIKA MOZZARELLA BAR","928 BROADWAY","","NEW YORK","NY",10010,811147,"07/03/2014","07/03/2014","06/30/2016",40.74008399,-73.98953186,"(40.74008399, -73.98953186)"
1248598,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","88 FUSION LINK INC","SHOGA SUSHI & OYSTER BAR","1698 2ND AVENUE","","NEW YORK","NY",10128,839608,"03/14/2011","12/07/2015","02/28/2017",40.77911906,-73.95072041,"(40.77911906, -73.95072041)"
1222591,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","68TH ST CAFE INC","68TH ST CAFE","2012 2014 BROADWAY","","NEW YORK","NY",10023,850115,"07/17/2009","07/01/2015","06/30/2017",40.7760393,-73.98194587,"(40.7760393, -73.98194587)"
1248644,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","PAYAG CORPORATION","","51 34 ROOSEVELT AVE","","WOODSIDE","NY",11377,842269,"12/23/2010","12/01/2014","11/30/2016",40.74385757,-73.91332091,"(40.74385757, -73.91332091)"
1268411,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","M 49 LLC","CIELO AT THE MAYFAIR","240 242 W 49TH ST","","NEW YORK","NY",10019,849661,"06/13/2013","06/01/2015","05/31/2017",40.76110964,-73.98526338,"(40.76110964, -73.98526338)"
1275000,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","DIRTY PIERRE SOUTH INC","THE OTHER PLACE","103-19 METROPOLITAN AVE","","FOREST HILLS","NY",11375,810481,"02/25/2014","02/25/2014","01/31/2016",40.71030576,-73.84916182,"(40.71030576, -73.84916182)"
1126958,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","CASA RUBIO RESTAURANT INC","","98 05 NORTHERN BLVD","","CORONA","NY",11368,804059,"05/14/2002","05/01/2014","04/30/2016",40.75724586,-73.87036845,"(40.75724586, -73.87036845)"
1248688,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CANTEEN 82 INC","BLUE CARAVAN","467 COLUMBUS AVENUE","","NEW YORK","NY",10024,842983,"01/06/2011","01/01/2015","12/31/2016",40.78409029,-73.97382895,"(40.78409029, -73.97382895)"
1274965,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","159 HUNTINGTON HOLDINGS INC","THE LATE LATE","159 E HOUSTON ST","","NEW YORK","NY",10002,811139,"06/03/2014","07/01/2014","05/31/2016",40.72300629,-73.98917084,"(40.72300629, -73.98917084)"
1250785,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","ARUGULA NYC LLC","RUCOLA","190 DEAN STREET","","BROOKLYN","NY",11217,847751,"04/06/2011","04/01/2015","03/31/2017",40.68563644,-73.98578701,"(40.68563644, -73.98578701)"
1149204,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","482 COURT CAFE INC","","482 COURT STREET","LUQUER & 4TH PLACE","BROOKLYN","NY",11231,836069,"06/07/2004","06/06/2014","05/31/2016",40.67743697,-73.99836575,"(40.67743697, -73.99836575)"
1248722,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","NICOLE KELLY PUB INC","","62 10 WOODHAVEN BLVD","","REGO PARK","NY",11374,844246,"03/23/2011","03/01/2015","02/28/2017",40.72663252,-73.87063964,"(40.72663252, -73.87063964)"
1283601,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","DRINK THIS LLC","THE UP & UP","116 MACDOUGAL ST","","NEW YORK","NY",10012,831186,"02/13/2015","02/13/2015","01/31/2017",40.72966,-74.00044,"(40.72966, -74.00044)"
1266901,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","45 BOND STREET LLC","CIRCOLO","45 BOND ST","","NEW YORK","NY",10012,843849,"01/14/2013","01/28/2015","12/31/2016",40.72625451,-73.9933678,"(40.72625451, -73.9933678)"
1198812,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","LOX 15 INC","LOX BAR & LOUNGE","15 PUTNAM AVE","GRAND AVE & CAMBRIDGE ST","BROOKLYN","NY",11238,803155,"03/20/2008","03/03/2014","02/29/2016",40.68273042,-73.9617422,"(40.68273042, -73.9617422)"
1274915,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","S SCOTTY ENTERPRISES INC","TACUBA","802 9TH AVE","","NEW YORK","NY",10019,831771,"05/28/2015","05/28/2015","04/30/2017",40.76543589,-73.98751107,"(40.76543589, -73.98751107)"
1274912,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","ZU RANG NY INC","","41-14 162ND ST","","FLUSHING","NY",11358,810403,"02/07/2014","02/07/2014","01/31/2016",40.76098985,-73.80407884,"(40.76098985, -73.80407884)"
1248766,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","LENNIE'S ON KENT INC","","225 KENT AVE","","BROOKLYN","NY",11211,836383,"07/13/2012","07/01/2014","06/30/2016",40.71691496,-73.96530326,"(40.71691496, -73.96530326)"
1274907,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PINO RESTAURANT GROUP LLC","PINO WINE BAR","156 E 33RD ST","","NEW YORK","NY",10016,810674,"04/02/2014","03/11/2014","02/29/2016",40.74553657,-73.979739,"(40.74553657, -73.979739)"
1248780,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MKT GROUP LLC","THE TIPPLER","75 9TH AVENUE","","NEW YORK","NY",10011,851396,"09/08/2011","09/01/2015","08/31/2017",40.74187366,-74.00483777,"(40.74187366, -74.00483777)"
1198668,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"RICHMOND","MR MIKE'S PLACE INC","","353 355 NEW DORP LANE","HYLAN BLVD & CLAWSON ST","STATEN ISLAND","NY",10306,855526,"01/10/2008","01/01/2016","12/31/2017",40.57112088,-74.11083731,"(40.57112088, -74.11083731)"
1274868,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","EMERALD GREEN GROUP LLC THE","TAVERN ON THE GREEN","1 TAVERN ON THE GREEN","00TAVERNONTHEGREENAKA W 67/CPW","NEW YORK","NY",10023,810737,"04/14/2014","04/14/2014","03/31/2016",40.77260743,-73.97739703,"(40.77260743, -73.97739703)"
1274865,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","NEW OOKI SUSHI INC","OOKI SUSHI JAPANESE CUISINE & BAR","1575 3RD AVE","","NEW YORK","NY",10128,856659,"02/11/2014","02/01/2016","01/31/2018",40.78037839,-73.9528204,"(40.78037839, -73.9528204)"
1282874,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","LOTUS FLAME RESTAURANT & BAR INC","LOTUS FLAME RESTAURANT","866 MORRIS PARK AVE","","BRONX","NY",10462,831543,"04/30/2015","04/30/2015","03/31/2017",40.84619,-73.86016,"(40.84619, -73.86016)"
1026774,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SWIFTYS LLC","","1007 LEXINGTON AVE","","NEW YORK","NY",10021,854527,"10/01/1999","10/06/2015","09/30/2017",40.770646,-73.9619435,"(40.770646, -73.9619435)"
1274845,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BARDINA LLC","ADALYA","55 IRVING PL","1ST FLOOR","NEW YORK","NY",10003,811382,"08/22/2014","08/22/2014","07/31/2016",40.73606432,-73.98722978,"(40.73606432, -73.98722978)"
1198569,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","CIBAO RESTAURANT CORP","","1542 GATES AVE","","BROOKLYN","NY",11237,833659,"01/09/2008","01/01/2014","12/31/2015",40.69915509,-73.91247384,"(40.69915509, -73.91247384)"
1248806,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","EL CONQUISTADOR RESTAURANT INC","","63 04 BROADWAY","","WOODSIDE","NY",11377,844797,"03/25/2011","03/01/2015","02/28/2017",40.74993217,-73.89920846,"(40.74993217, -73.89920846)"
1274837,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","K & H RESTAURANT INC","RAFFLES","511 LEXINGTON AVE N","","NEW YORK","NY",10017,856061,"12/23/2013","12/01/2015","11/30/2017",40.75505022,-73.97340238,"(40.75505022, -73.97340238)"
1149358,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","FOUNDATION RESTAURANT & LOUNGE INC","","1254 FLATBUSH AVE","FLATBUSH BET NEWKIRK & AVE D","BROOKLYN","NY",11226,842304,"12/29/2004","12/01/2014","11/30/2016",40.63964173,-73.95487641,"(40.63964173, -73.95487641)"
1248816,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MPMB LLC","FISHTAG","222 W 79TH ST","","NEW YORK","NY",10024,842268,"12/23/2010","12/01/2014","11/30/2016",40.78333893,-73.97892074,"(40.78333893, -73.97892074)"
1274828,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","BLACKSTONE KARAPANOS LLC","ARCHIES","128 CENTRAL AVE","","BROOKLYN","NY",11221,810689,"04/07/2014","04/07/2014","03/31/2016",40.69987406,-73.92830484,"(40.69987406, -73.92830484)"
1274825,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","MATTEO & VIDA INC","SCALINO GP","659 MANHATTAN AVE","","BROOKLYN","NY",11222,855883,"01/21/2014","01/01/2016","12/31/2017",40.72454757,-73.95123408,"(40.72454757, -73.95123408)"
1274817,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","NIGHT RAFTER LLC","KILO BRAVO","180 N 10TH ST","","BROOKLYN","NY",11211,811349,"08/15/2014","08/15/2014","07/31/2016",40.71907073,-73.95525477,"(40.71907073, -73.95525477)"
1227055,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SPICE CORNER 236 INC","SPICE","236 8TH AVE","W 22ND & 23RD STREETS","NEW YORK","NY",10011,854827,"11/09/2009","11/01/2015","10/31/2017",40.74461714,-73.99887638,"(40.74461714, -73.99887638)"
1149408,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","ROSKO HOLDINGS INC","SONG","295 5TH AVENUE","1ST & 2ND STREES","BROOKLYN","NY",11215,843626,"02/09/2005","02/01/2015","01/31/2017",40.67345036,-73.98264992,"(40.67345036, -73.98264992)"
1274769,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","M SHANGHAI LLC","M SHANGHAI","292 GRAND ST","","BROOKLYN","NY",11211,854898,"01/28/2014","01/01/2016","12/31/2017",40.71296451,-73.95757663,"(40.71296451, -73.95757663)"
1126825,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","SHEEPSHEAD APPLE LLC","APPLEBEES NEIGHBOR GRILL & BAR","2501 2525 EMMONS AVENUE","E 25TH AND E 26TH STREETS","BROOKLYN","NY",11235,803744,"05/29/2002","05/01/2014","04/30/2016",40.58377433,-73.94331509,"(40.58377433, -73.94331509)"
1182465,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TAPAS FOOD AND WINE INC","BARCIBO ENOTECA","2020 BROADWAY STORE #3","WEST 69 & WEST 70TH STREETS","NEW YORK","NY",10023,842287,"01/12/2007","01/01/2015","12/31/2016",40.77625503,-73.98193991,"(40.77625503, -73.98193991)"
1179140,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","GRAHAM AVE PIZZA CORP","CARMINE'S PIZZERIA","358 GRAHAM AVENUE","METROPOLITAN AVE. & CONSLEYA","BROOKLYN","NY",11211,842984,"01/28/2009","01/01/2015","12/31/2016",40.71501727,-73.94439142,"(40.71501727, -73.94439142)"
1248907,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","AUGENBLICK VENTURES LLC","CAIN'S TAVERN","36 WILSON AVENUE","","BROOKLYN","NY",11237,849904,"08/02/2011","08/01/2015","07/31/2017",40.7035999,-73.96507023,"(40.7035999, -73.96507023)"
1222438,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","JUDY & MANHATTAN INC","JUDY","380 5TH AVENUE","35TH ST AND 36TH ST","NEW YORK","NY",10018,851883,"09/10/2009","09/01/2015","08/31/2017",40.74942945,-73.9838724,"(40.74942945, -73.9838724)"
1274736,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","460 MYRTLE RESTAURANT LLC","THE RUNNER","458 460 MYRTLE  AVE","","BROOKLYN","NY",11205,810345,"01/27/2014","01/27/2014","12/31/2015",40.69334295,-73.96698728,"(40.69334295, -73.96698728)"
1011942,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","TEREUS CAFE INC","OMONIA CAFE","7612 14 3RD AVENUE","","BROOKLYN","NY",11209,803578,"06/25/2002","04/01/2014","03/31/2016",40.61832551,-74.0059903,"(40.61832551, -74.0059903)"
1248930,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","PUBLICK PIZZA CORP","BARBONCINO","781 FRANKLIN AVENUE","","BROOKLYN","NY",11238,854897,"11/21/2011","11/01/2015","10/31/2017",40.67217857,-73.95734123,"(40.67217857, -73.95734123)"
1259881,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","CLOCK CAFE LLC, THE","CHARLIE'S BAR & KITCHEN","112 LINCOLN AVE","","BRONX","NY",10454,788641,"02/10/2012","02/01/2014","01/31/2016",40.80788352,-73.92941601,"(40.80788352, -73.92941601)"
1283552,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","L MAMBO KING CORP","MAMBO KING","98-12 NORTHERN BLVD","","CORONA","NY",11368,831305,"03/18/2015","03/18/2015","02/28/2017",40.75703,-73.87026,"(40.75703, -73.87026)"
1248951,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","MILAGROS BISTRO LATINO LLC","MILAGROS BISTRO","7215 B 3RD AVENUE","","BROOKLYN","NY",11209,842979,"01/10/2011","01/01/2015","12/31/2016",40.63338718,-74.02692718,"(40.63338718, -74.02692718)"
1273137,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"RICHMOND","DESERT ROSE CAFE & LOUNGE INC","","4459 AMBOY RD","","STATEN ISLAND","NY",10312,810409,"02/10/2014","02/10/2014","01/31/2016",40.54424997,-74.16259792,"(40.54424997, -74.16259792)"
1197967,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LILY FOOD MANAGEMENT INC","LA PRECIOSA CHINA RESTAURANT","163 E 116TH STREET","LEXINGTON & 3RD AVENUE","NEW YORK","NY",10029,856111,"12/14/2007","12/01/2015","11/30/2017",40.7984369,-73.94103174,"(40.7984369, -73.94103174)"
1268386,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SPRING NEWELL INC","YAKITORI TOTTO","251 W 55TH ST","2ND FLOOR","NEW YORK","NY",10019,847868,"03/27/2013","03/16/2015","02/28/2017",40.76491234,-73.98260098,"(40.76491234, -73.98260098)"
1249018,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","EURO EL TINA RESTAURANT LOUNGE AND BILLIARDS CORP","","500 W 207TH STREET","","NEW YORK","NY",10034,845031,"03/17/2011","03/01/2015","02/28/2017",40.86446097,-73.91906243,"(40.86446097, -73.91906243)"
1149557,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PEREGRINE ENTERPRISES INC","RICK'S CABARET","50 W 33RD ST 1ST MEZZ & 2ND FL","5TH AVENUE & BROADWAY","NEW YORK","NY",10001,851291,"09/07/2005","09/01/2015","08/31/2017",40.74834449,-73.98655881,"(40.74834449, -73.98655881)"
1249027,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","ST VIDAS INC","ST  VIDAS","1120 MANHATTAN AVENUE","","BROOKLYN","NY",11222,847681,"04/11/2011","04/01/2015","03/31/2017",40.73672193,-73.95525581,"(40.73672193, -73.95525581)"
1265228,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","994 COLUMBUS AVENUE CORP","ISOLA","980 COLUMBUS AVE","A/K/A  994 COLUMBUS AVENUE","NEW YORK","NY",10025,850671,"08/22/2013","08/01/2015","07/31/2017",40.80077631,-73.96174644,"(40.80077631, -73.96174644)"
1249056,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","NYC BURGER NO 1 LLC","THE COUNTER","7 TIMES SQUARE","","NEW YORK","NY",10036,842347,"12/13/2010","12/01/2014","11/30/2016",40.75662293,-73.98647571,"(40.75662293, -73.98647571)"
1151035,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","THAI MONTAGUE INC","LANTERN","101 MONTAGUE STREET","HICKS STREET & HENRY STREET","BROOKLYN","NY",11201,835027,"10/14/2005","06/01/2014","05/31/2016",40.69513142,-73.99532086,"(40.69513142, -73.99532086)"
1274614,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","FOURTHGEN LLC","RUSS & DAUGHTERS CAFE","127 ORCHARD ST","","NEW YORK","NY",10002,810799,"04/29/2014","04/29/2014","03/31/2016",40.71956524,-73.98948163,"(40.71956524, -73.98948163)"
1274613,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TUM TUM BKK CORP","YUM YUM BANGKOK","650 652 9TH AVE","","NEW YORK","NY",10036,810858,"05/14/2014","05/14/2014","04/30/2016",40.76070546,-73.9909659,"(40.76070546, -73.9909659)"
1197775,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","MIRRORS ON GRAND LTD","MIRRORS ON GRAND LTD","284 GRAND AVENUE","CLIFTON PLACE & LAFAYETTE AVE","BROOKLYN","NY",11238,788992,"02/28/2008","02/10/2014","01/31/2016",40.68821694,-73.96284281,"(40.68821694, -73.96284281)"
1274595,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","123U LLC","SURGARBURG","519 523 METROPOLITAN AVE","","BROOKLYN","NY",11211,810947,"05/27/2014","05/27/2014","04/30/2016",40.71404618,-73.95129222,"(40.71404618, -73.95129222)"
1182472,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","864 BROADWAY","17 & 18 STREETS","NEW YORK","NY",10003,842389,"12/29/2006","12/01/2014","11/30/2016",40.73742375,-73.99013286,"(40.73742375, -73.99013286)"
1274584,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","ROOF SPORTS BAR & GRILL CORP","","1805 NOSTRAND AVE","","BROOKLYN","NY",11226,855792,"12/18/2013","12/18/2015","11/30/2017",40.64179435,-73.9486118,"(40.64179435, -73.9486118)"
1201847,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","LOS TRES PROTILLOS RESTAURANT BAR INC","","1004 4TH AVE #1 1ST & 2ND FLR","39TH & 38TH ST","BROOKLYN","NY",11232,835360,"06/06/2008","06/01/2014","05/31/2016",40.65315725,-74.00580187,"(40.65315725, -74.00580187)"
1249114,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","EL TEQUILERO BAR & RESTAURANT II INC","","1915 CONEY ISLAND AVE","","BROOKLYN","NY",11230,848364,"04/01/2011","04/01/2015","03/31/2017",40.61065057,-73.96236705,"(40.61065057, -73.96236705)"
1249136,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","XAI XAI WINE BAR LLC","ARIA HELL'S KITCHEN","369 W 51ST ST","AKA 762 9TH AVE","NEW YORK","NY",10019,839652,"01/07/2011","12/15/2015","12/31/2016",40.76372657,-73.98756581,"(40.76372657, -73.98756581)"
1274557,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","ACEY DUCEY'S REST CORP","ACEY DUCEY'S","101-17 METROPOLITAN AVE","","FOREST HILLS","NY",11375,856647,"02/27/2014","02/01/2016","01/31/2018",40.71055854,-73.85120675,"(40.71055854, -73.85120675)"
1027985,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TRATTORIA TRE COLORI INC","","254 W 47TH ST","","NEW YORK","NY",10036,855345,"03/28/2007","12/01/2015","11/30/2017",40.75994343,-73.98636867,"(40.75994343, -73.98636867)"
1149727,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","AUNT PAUL INC","TIA POL","205 10TH AVE","22ND & 23RD STREETS","NEW YORK","NY",10011,835542,"06/22/2004","06/01/2014","05/31/2016",40.74718498,-74.00459647,"(40.74718498, -74.00459647)"
1283521,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","58 WEST LLC","LOI ESTIATORIO","132 W 58TH ST","","NEW YORK","NY",10019,831617,"05/14/2015","05/14/2015","04/30/2017",40.76529,-73.97803,"(40.76529, -73.97803)"
1274505,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","IRIS CAFE INC","","20 COLUMBIA PL","STORE #9","BROOKLYN","NY",11201,856591,"01/03/2014","01/07/2016","12/31/2017",40.69342986,-73.99845629,"(40.69342986, -73.99845629)"
1249191,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","V S & F CORP","PACHANGA  PATTERSON","33 17 31ST AVE","","ASTORIA","NY",11106,844132,"02/15/2011","02/04/2015","01/31/2017",40.76060835,-73.92640149,"(40.76060835, -73.92640149)"
1249217,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","TURKISH GRILL INC","TURKISH GRILL","42 03 05 07 QUEENS BLVD","","SUNNYSIDE","NY",11104,846592,"06/03/2011","06/01/2015","05/31/2017",40.74378957,-73.92230929,"(40.74378957, -73.92230929)"
1151001,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ANTIQUE GARAGE INC","","41 MERCER STREET","GRAND & BROOME","NEW YORK","NY",10013,835468,"06/04/2004","06/01/2014","05/31/2016",40.7213034,-74.00146786,"(40.7213034, -74.00146786)"
1274447,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ADORO LEI LLC","","287 HUDSON ST","","NEW YORK","NY",10013,830617,"10/16/2014","10/16/2014","09/30/2016",40.72554082,-74.00758997,"(40.72554082, -74.00758997)"
